course_number,title,department,hours_lecture,hours_lab,hours_recitation,hours_total_credit,typical_scheduling,description,prerequisites_text_raw,must_have_prerequisites_array,optional_prerequisites_array,course_text,topic_outline,url
6761,,MATH,3,0.0,0.0,3.0,"Every fall semesterDiscrete time Markov chains, Poisson processes and renewal processes","Transient and limiting behavior. Average cost and utility measures of systems. Algorithm for computing performance measures. Modeling of inventories, and flows in manufacturing and computer networks. (Also listed as ISyE 6761)",MATH 3215 or equivalent,[],['MATH 3215'],"At the level of Kulkarni, Modeling and Analysis of Stochastic Systems",[],https://math.gatech.edu/courses/math/6761
6762,,MATH,3,0.0,0.0,3.0,Every spring semesterContinuous time Markov chains,"Uniformization, transient and limiting behavior. Brownian motion and martingales. Optional sampling and convergence. Modeling of inventories, finance, flows in manufacturing and computer networks. (Also listed as ISyE 6762)",MATH 6761,['MATH 6761'],[],"At the level of Kulkarni, Modeling and Analysis of Stochastic Systems, and Karlin and Taylor, A First Course in Stochastic Processes",[],https://math.gatech.edu/courses/math/6762
6767,,MATH,3,0.0,0.0,3.0,"Every fall semesterIntroduction to large scale-system design to support computational finance for options, stocks, or other instruments",,MATH XXXX,[],[],No text,[],https://math.gatech.edu/courses/math/6767
6769,,MATH,3,0.0,0.0,3.0,"Every spring semesterDescription, institutional features, and mathematical modeling of fixed income securities",Use of both deterministic and stochastic models. Crosslisted with ISYE 6769.,MATH 3215 and (MGT 6060 or MGT 6078),['MATH 3215'],"['MGT 6060', 'MGT 6078']",No text,[],https://math.gatech.edu/courses/math/6769
6783,,MATH,3,0.0,0.0,3.0,Usually every spring semesterFundamentals of statistical inference are presented and developed for models used in the modern analysis of financial data,Techniques are motivated by examples and developed in the context of applications. Crosslisted with ISYE 6783.,"MATH 3215 (or equivalent), some knowledge of programming, and MS QCF standing or some previous exposure to the topics of stocks, bonds and options",['MATH 3215'],[],No text,[],https://math.gatech.edu/courses/math/6783
6785,,MATH,3,0.0,0.0,3.0,"Every fall semesterCase studies, visiting lecturers from financial institutions, student group projects of an advanced nature, and student reports, all centered around quantitative and computational finance",Crosslisted with ISYE and MGT 6785.,MS QCF major or consent of the instructor,[],[],No text,[],https://math.gatech.edu/courses/math/6785
7012,,MATH,3,0.0,0.0,3.0,"Usually every odd FallFundamental methods of enumeration and asymptotic analysis, including the use of inclusion/exclusion, generating functions, and recurrence relations",Applications to strings over a finite alphabet and graphs.,MATH 4032 or permission of instructor,[],['MATH 4032'],No text,[],https://math.gatech.edu/courses/math/7012
7014,,MATH,3,0.0,0.0,3.0,Usually every spring semesterSelection of topics vary with each offering,,None,[],[],No text,"[""Matching theory (Edmonds-Gallai decomposition, ear decompositions, the matching lattice, Edmonds matching theorem, Gale-Shapley's theorem and kernel-solvable graphs, T-cuts and T-joins, Chinese postman)"", ""Connectivity (Tutte's synthesis of 3-connected graphs, Seymour's splitter theorem, excluded minor theorems, connectivity and linkages, k-connected subgraphs)"", ""Extremal problems (Szemeredi's regularity lemma and applications, Erdos-Stone theorem, the problem of Zarankiewicz, extremal problems for minors and subivisions, applications in geometry)"", ""Coloring (the Four-Color theorem, equivalent formulations and generalizations, Grotzsch' theorem and extensions, graphs on surfaces, list coloring, fractional and circular chromatic number)"", 'Ramsey theory for graphs', ""Algebraic graph theory (Cayley graphs, the Laplacian, strongly regular graphs, isoperimetric inequalities, Colin de Verdiere's invariant)"", 'Random walks on graphs (electrical networks and random walks, hitting times, conductance and rapid mixing)', 'The Tutte polynomial (special values of the Tutte polynomial, spanning tree expansion, polynomials of knots and links, other graph polynomials)', ""Planar graphs (MacLane's and Whitney's criteria, planarity algorithms, uniqueness and flexibility of planar embeddings, Tutte's hamiltonicity theorem, circumference of planar graphs, separators, wye-delta reductions and applications)"", 'Geometric graph theory (crossing number, Andreev-Koebe-Thurston theorem, string graphs)', 'Perfect graphs (polyhedral aspects, perfect matrices, Shannon capacity, Lovasz theta function, computing the chromatic and clique number of a perfect graph, graph entropy and application to sorting, imperfection ratio and the channel assignment problem)', ""Signed graphs (totally odd K4's, nearly bipartite graphs and odd K5's, Guenin's theorem and Seymour's conjecture)"", 'Graphs on surfaces (representativity, minors and disjoint paths on surfaces,locally planar graphs, planarizing cycles)', 'Tree-width and relatives (tree-decompositions, tree-width, excluding a planar graph, brambles, computing tree-width, algorithms, branch-width, path-width)', 'The graph minor theorem (tree-decompositions, the tangle decomposition, surfaces, vortices, excluding a general graph, application to algorithms and well-quasi-ordering)', 'Directed graphs (packing directed cycles and directed cuts, even cycles, disjoint branchings, orientations, directed minors, tree-width for directed graphs)']",https://math.gatech.edu/courses/math/7014
7016,,MATH,3,0.0,0.0,3.0,"Not currently offeredFundamental combinatorial structures including hypergraphs, transversal sets, colorings, Sperner families, intersecting families, packings and coverings, perfect graphs, and Ramsey theory","Algebraic and topological methods, applications.",MATH 4022 or consent of the School,[],['MATH 4022'],No text,[],https://math.gatech.edu/courses/math/7016
7018,,MATH,3,0.0,0.0,3.0,"Every Spring SemesterApplications of probabilistic techniques in discrete mathematics, including classical ideas using expectation and variance as well as modern tools, such as martingale and correlation inequalities",,MATH 4022 and MATH 6221 or consent of School,['MATH 4022'],['MATH 6221'],"At the level of Alon and Spencer, The Probabilistic Method (with an appendix of problems by Paul Erdos)",[],https://math.gatech.edu/courses/math/7018
7244,,MATH,3,0.0,0.0,3.0,Every fall semesterAn introduction to the Ito stochastic calculus and stochastic differential equations through a development of continuous-time martingales and Markov processes,(1st of two courses in sequence),MATH 6242 or equivalent,[],['MATH 6242'],"At the level of Karatzas and Shreve, Brownian Motion and Stochastic Calculus",[],https://math.gatech.edu/courses/math/7244
7245,,MATH,3,0.0,0.0,3.0,Every spring semesterAn introduction to the Ito stochastic calculus and stochastic differential equations through a development of continuous-time martingales and Markov processes,(2nd of two courses in sequence),MATH 7244 or equivalent,[],['MATH 7244'],"At the level of Karatzas and Shreve, Brownian Motion and Stochastic Calculus",[],https://math.gatech.edu/courses/math/7245
7251,,,3,0.0,0.0,3.0,Every Spring starting Sp 2021The goal of this PhD level graduate course is to provide a rigorous introduction to the methods of high-dimensional probability,,MATH 6241,['MATH 6241'],[],"At the level of R. Vershynin, High-Dimensional Probability. An Introduction with Applications in Data Science, Cambridge University Press, 2018.",[],https://math.gatech.edu/courses/math/7251
7252,,,3,0.0,0.0,3.0,"Starting Fa 21 every FallThe goal of this PhD level graduate course is to provide a rigorous introduction to concepts and methods of high-dimensional statistics 
having numerous applications in machine learning, data science and signal processing",,"MATH 6241, MATH 7251","['MATH 6241', 'MATH 7251']",[],"At the level of books by R. Vershynin, High-Dimensional Probability. An Introduction with Applications in Data Science, Cambridge University Press, 2018 and C. Giraud, Introduction to High-Dimensional Statistics, CRC Press, Taylor &Francis Group, 2015. Some of the topics are based on recent research papers.",[],https://math.gatech.edu/courses/math/7252
7337,,MATH,3,0.0,0.0,3.0,Every fall semesterFourier analysis on the torus and Euclidean space,,MATH 6337 and MATH 6338,"['MATH 6337', 'MATH 6338']",[],"At the level of Katznelson, “An Introduction to Harmonic Analysis” or Muscalu and Schlag, “Classical and Multilinear Harmonic Analysis.”",[],https://math.gatech.edu/courses/math/7337
7338,,MATH,3,0.0,0.0,3.0,"Every fall semesterSpectral theory of bounded and unbounded operators, major theorems of functional analysis, additional topics",,MATH 6338,['MATH 6338'],[],"At the level of Conway: A Course in Functional Analysis, 2nd edition",[],https://math.gatech.edu/courses/math/7338
7339,,MATH,3,0.0,,,,,"MATH 7337
MATH 6337
No prerequisite information available
Recommended: MATH 6241, 6337, or 6307
Math 6321",[],"['MATH 7337', 'MATH 6337', 'MATH 6241']","Olevskii and Ulanovskii, “Functions with Disconnected Spectrum,” Young, “An Introduction to Nonharmonic Fourier Series,” and recent publications in the field.
T. Ransford, “Potential Theory”.
Unavailable
Artstein–Avidan, Giannopoulos, and Milman, “Asymptotic Geometric Analysis”; Ledoux, “The Concentration of Measure Phenomenon”; Bakry, Gentil, and Ledoux; “Analysis and Geometry of Markov Diffusion Operators”; Lieb and Loss, “Analysis.”
Farkas and Kra, “Riemann Surfaces” and and recent publications in the field.","['MATH 7337', 'MATH 6337', 'No prerequisite information available', 'Recommended: MATH 6241, 6337, or 6307', 'Math 6321']",https://math.gatech.edu/courses/math/7339
7510,,MATH,3,0.0,0.0,3.0,"Not regularly scheduledAlgorithms for graph problems such as maximum flow, matching, network reliability, minimum cuts, covering, coloring, planarity, shortest paths, and connectivity",Crosslisted with CS 7510 and ISYE 7510.,CS6505 or CS6550,[],"['CS 6505', 'CS 6550']",No text,[],https://math.gatech.edu/courses/math/7510
7581,,MATH,3,0.0,0.0,3.0,"Every even springMinimization of functionals, Euler Lagrange equations, sufficient conditions for a minimum, geodesic, isoperimetric and time of transit problems, variational principles of mechanics, applications to control theory",,MATH 4317 or equivalent,[],['MATH 4317'],No text,[],https://math.gatech.edu/courses/math/7581
7586,,MATH,3,0.0,0.0,3.0,"no regular scheduleReview of linear algebra, multilinear algebra, algebra of tensors, co- and cotravariant tensors, tensors in Riemann spaces, geometrical interpretation of skew tensors",,MATH 2403 and either MATH 2406 or MATH 4305,['MATH 2403'],"['MATH 2406', 'MATH 4305']",No text,[],https://math.gatech.edu/courses/math/7586
8801,,,1,0.0,0.0,1.0,"Not regularly scheduledSeminar series in which different groups within the College of Sciences will give talks about how their research
relates to data sciences and machine learning",,,[],[],,[],https://math.gatech.edu/courses/math/8801
8803,,MATH,3,0.0,0.0,3.0,"Not typically scheduledPrerequisites: Interest in geometry or its potential applications, together with mathematical maturity at the level of a beginning math grad student","There will be no specific course requirements; however, some familiarity with differential geometry (e.g., Math 6455) or manifold theory (e.g., Math 6452) could be helpful. Advanced undergraduate students with some knowledge of classical differential geometry of curves and surfaces (e.g., Math 4441) may also take this class. Course Text: We will study various handouts, papers, and excerpts from different texts including: — Spivak, A comprehensive Intro. to Diff, Geometry Vol. 5 — Han and Hong, Isometric Embeddings — Eliashberg & Mishachev, Intro to h-Principle — Pak, Lectures on Discrete and Polyhedral Geometry — Convex Polyhedra, Alexandrov — Extrinsic Geometry of Convex Surfaces, Pogorelov — Papers and lecture notes of the instructor Topic Outline: The main aim of this class is to study the isometric rigidity of closed smooth surfaces in Euclidean space, which has been a major open problem in differential geometry dating back to Euler and Maxwell. We will go over a host of related results, relevant techniques, and auxiliary problems ranging from discrete and polyhedral geometry to the theory of partial differential equations. The results we will cover include: — Cauchy’s theorem for rigidity of convex polyhedra — Cohn-Vossen’s generalization of Cauchy’s theorem to smooth surfaces — Alexandrov’s existence theorem for isometric embeddings of convex surfaces — Pogorelov’s uniqueness theorem for convex surfaces — Stoker’s results on rigidity of non convex polyhedra — Isometric embeddings via Gromov’s h-Principle, including Nash’s C^1 embedding theorem — Nirenberg’s problem on rigidity of negatively curved tubes — Yau’s problem on positively curved surfaces with boundary","Interest in geometry or its potential applications, together with mathematical maturity at the level of a beginning math grad student. There will be no specific course requirements; however, some familiarity with differential geometry (e.g., Math 6455) or manifold theory (e.g., Math 6452) could be helpful. Advanced undergraduate students with some knowledge of classical differential geometry of curves and surfaces (e.g., Math 4441) may also take this class.",[],[],"We will study various handouts, papers, and excerpts from different texts including:
 
— Spivak, A comprehensive Intro. to Diff, Geometry Vol. 5
— Han and Hong, Isometric Embeddings
— Eliashberg & Mishachev, Intro to h-Principle
— Pak, Lectures on Discrete and Polyhedral Geometry
— Convex Polyhedra, Alexandrov
— Extrinsic Geometry of Convex Surfaces, Pogorelov
— Papers and lecture notes of the instructor",[],https://math.gatech.edu/courses/math/8803
8873,,MATH,2,1.0,0.0,3.0,"Not typically scheduledThis is a 2 week intense course, with lectures in the morning and computational lab in the afternoon","Students will be asked to have a laptop with Matlab on it. The course will meet in the mornings for lecture, break for lunch, and reconvene for the lab in the afternoons.","Rudiments of Matlab. 
Undergraduate ODE course like Math 2552.",[],[],No prescribed textbook.,[],https://math.gatech.edu/courses/math/8873
